,text,neg,neu,pos,compound
443,"Em uma casa de swing em BC, chamada Griffin 
#casalswing #casalliberal #casalamador #casalcuckold #privacy https://t.co/SYjxFuIvMF",0.086,0.802,0.112,0.9999
444,RT @LetciaShirayuk1: 40% off on my ⭕nlyf4ns and Privacy today 💕 https://t.co/RgJcsv2nJZ,0.086,0.803,0.112,0.9999
445,RT @glennkirschner2: Poor Justice Alito. He’s  bellyaching about how hard it was on HIM when his draft opinion revoking women’s constitutio…,0.086,0.802,0.112,0.9999
446,RT @glennkirschner2: Poor Justice Alito. He’s  bellyaching about how hard it was on HIM when his draft opinion revoking women’s constitutio…,0.086,0.802,0.112,0.9999
447,RT @ImJimR87: Please respect her privacy during this difficult time,0.087,0.801,0.113,0.9999
448,"RT @Ela_e_Show: Mamando e o meu corninho assistindo tudo de camarote 😈

Completinho aqui👇
https://t.co/4rwJ1Llq9N

Repararam no chão molhad…",0.087,0.801,0.112,0.9999
449,"RT @liinsSarah: 30min de foda no privacy com esse novinho, ele enchendo meu cuzinho de leitinho no final e a porra saindo com ele metendo 🤤…",0.087,0.801,0.112,0.9999
450,"That’s because the faux “climate crisis” isn’t cogent to most people. It’s also becoming increasingly clear it’s an excuse to get gullible people to agree to give up their rights, wealth, privacy, security, and national Constitution. https://t.co/LBzw8TaUwH",0.087,0.8,0.113,0.9999
451,อ่านเม้นแล้วตกใจ ทำไมคนไทย not all ถึงไม่เข้าใจคำว่า privacy ของเด็กเลย https://t.co/m5J3u3PyPV,0.087,0.8,0.113,0.9999
452,"RT @pills4hell: 💗🤤💗
Vários conteúdos +18 postados no meu privacy e muito mais por vir. Vai perder? ✨

💜Link na bio e comentários💜 https://t…",0.087,0.8,0.113,0.9999
453,RT @LittleBirbMame: @yamyummy ประทับใจความดักดานมาก Unicef UN บอกว่าพ่อแม่มีหน้าที่ที่จะปกป้อง Privacy ของลูก ส่วนดาราไทยละเมิด Privacy ลูก…,0.087,0.801,0.113,0.9999
454,"RT @davidotsc: Cadê meu Bom dia? Posta fotinho aí nos comentários 
https://t.co/TJZcdzTJHQ
https://t.co/TJZcdzTJHQ
.
#rt @AdoradorPaus @Boy…",0.087,0.801,0.112,0.9999
455,RT @prettiDetermine: Privacy is power what ppl don’t know they can’t ruin.,0.087,0.801,0.112,0.9999
456,RT @NovinhosFut: https://t.co/oFBoQhsXRD https://t.co/KtdbrutOdx,0.087,0.801,0.112,0.9999
457,RT @glennkirschner2: Poor Justice Alito. He’s  bellyaching about how hard it was on HIM when his draft opinion revoking women’s constitutio…,0.087,0.8,0.112,0.9999
458,RT @glennkirschner2: Poor Justice Alito. He’s  bellyaching about how hard it was on HIM when his draft opinion revoking women’s constitutio…,0.088,0.8,0.112,0.9999
459,RT @bloomingcurious: Young woman in the hospital cafeteria broke my heart. She was trying to eat but had to constantly wipe the tears off h…,0.088,0.8,0.112,0.9999
460,"RT @angel_packsss: 🎉PROMOÇÕES QUE ESTÃO ROLANDO🎉:

pack masturbacão: 10 reais 

PRIVACY (+95 midias): 20 reais

avaliação de texto: 15 reai…",0.088,0.8,0.112,0.9999
461,"RT @ch4padissim0s: 🎃 HALLOWEEN 🎃

🎃 Todos nossos packs do catálogo por apenas R$ 90 💸
São 50 fotos + 50min de vídeos 🎥

🦇 Ou cada pack por…",0.088,0.801,0.112,0.9999
462,RT @LittleBirbMame: เด็กไม่ใช่ผู้ใหญ่ตัวเล็กแต่ก็ช่วยเคารพสิทธิของเด็กที กูงง ความรู้เรืองสิทธิเด็กไม่มีเลย Unicef ออกสิทธิเด็กมาให้อ่านกัน…,0.088,0.801,0.112,0.9999
463,"RT @sapph7c: Hawaii is an island with even smaller population than Qatar but when taehyung went there, nobody leaked pictures of him. he we…",0.088,0.801,0.111,0.9999
464,"RT @wayydaminn: I love my privacy, not everything is worth sharing.",0.088,0.8,0.112,0.9999
465,"RT @sapph7c: Hawaii is an island with even smaller population than Qatar but when taehyung went there, nobody leaked pictures of him. he we…",0.088,0.8,0.112,0.9999
466,RT @LittleBirbMame: @yamyummy ประทับใจความดักดานมาก Unicef UN บอกว่าพ่อแม่มีหน้าที่ที่จะปกป้อง Privacy ของลูก ส่วนดาราไทยละเมิด Privacy ลูก…,0.088,0.801,0.112,0.9999
467,"RT @YOUR2002BABE: 🍷 GRUPO DE ROUNDS MISTOS 🍷

🦇 sem min. de seguidores;
👸🏻 modelos verificades (não aceitamos privacy);
⛓ 4 participações s…",0.088,0.801,0.111,0.9999
468,"RT @yasmiiiin27: Mamaria? 🌸🌝

Privacy e OnlyFans abaixo ⬇️ https://t.co/XLpvP6NGKo",0.087,0.801,0.111,0.9999
469,"RT @LokisNokia: Congratulations to Zawe and Tom! So happy for them, and I hope people remember to respect their privacy, especially when th…",0.087,0.8,0.113,0.9999
470,"RT @aIys_x: I love my privacy, not everything is worth sharing.",0.087,0.799,0.114,0.9999
471,"RT @DannielZagga: É sério que você não quer ver o privacy do @garigatorj ???😱😱😱

Eu já assinei faz hora!!!

👉🏼 https://t.co/LtWLQbYvR7

👉🏼…",0.087,0.8,0.113,0.9999
472,RT @januarynpxnk: เอางี้ติ่งบ้านนี้คิดง่ายๆเหมือนทุกคนต้องสนองนี้ดตัวเองแต่ไม่ห่วงความเป็น privacy ของเด็กอะ ไม่มีใครรู้ว่าเด็กโอเคไหมกับกา…,0.087,0.8,0.113,0.9999
473,RT @LittleBirbMame: งงมากบอกว่าเป็นเรื่องของเค้า ลูกเค้า คือพอเป็นแค่ Privacy แล้วคุณไม่คิดว่ามันคือการละเมิดสิทธิ์เหมือน Physical violence…,0.087,0.8,0.113,0.9999
474,RT @menen_c: 21 years ago today the GOP put into law the Patriot Act which was the first step in removing your privacy &amp; eventually your fr…,0.087,0.801,0.113,0.9999
475,RT @glennkirschner2: Poor Justice Alito. He’s  bellyaching about how hard it was on HIM when his draft opinion revoking women’s constitutio…,0.087,0.8,0.113,0.9999
476,"RT @ch4padissim0s: 🎃 HALLOWEEN 🎃

🎃 Todos nossos packs do catálogo por apenas R$ 90 💸
São 50 fotos + 50min de vídeos 🎥

🦇 Ou cada pack por…",0.087,0.801,0.113,0.9999
477,Happy updated privacy policy season to all those who celebrate it.,0.087,0.8,0.114,0.9999
478,"RT @akii_norii: ♥️💦PROMOÇÃO PRIVACY💦♥️
 !!!DE R$60 POR APENAS R$45!!!

Acesso a +1145 mídias explícitas o mês todinho

♥️💦LINK NOS COMENTÁR…",0.086,0.8,0.113,0.9999
479,RT @inoimq: คนไทยมันไม่เข้าใจprivacy สิทธิของเด็กจริงๆนะ ละอย่างแม่บางคนที่เขาไม่เปิดหน้าลูกยังจะไปด่าเขาอีก เอาลูกเขาไปเทียบกับลูกคนอื่น…,0.086,0.8,0.113,0.9999
480,RT @LittleBirbMame: @yamyummy ประทับใจความดักดานมาก Unicef UN บอกว่าพ่อแม่มีหน้าที่ที่จะปกป้อง Privacy ของลูก ส่วนดาราไทยละเมิด Privacy ลูก…,0.086,0.801,0.113,0.9999
481,"RT @Josieamycashman: I'm too old to live under the Woke King's Great Reset. I'm addicted to luxuries like privacy, autonomy, informed conse…",0.086,0.8,0.114,0.9999
482,"RT @BoysRecife: Ajoelha e mama gostoso o novinho (Kneel and suck the new one) 🔥🥵🤤🍼😈

💥Novinho @_Kevven

🔞🎥 https://t.co/3DestJwBQy https://…",0.086,0.8,0.113,0.9999
483,RT @bblivery: ดาราไทยส่วนใหญ่มันเคยสนใจ privacy เด็กซะที่ไหนอะ ยกเคสปุ้มปุ้ยปกป้องสิทธิลูกแทบตาย คนไทยรุมด่า พอเป็นบีมเปิดหน้าลูกให้ดูตั้งแ…,0.086,0.8,0.113,0.9999
484,RT @LittleBirbMame: คนที่สนับสนุนให้ทำแบบนี้คืออะไรอ่ะ เป็นการละเมิด Privacy ของมนุษย์คนนึง เอาชีวิตเค้ามาโชว์ให้ทุกคนดูแบบไม่ได้ขอ Consent…,0.086,0.801,0.113,0.9999
485,RT @joelinesousafco: https://t.co/vdjLjwb2Ky https://t.co/yGNgHKwudr,0.086,0.801,0.113,0.9999
486,"RT @honeymoonluve: Pack novo na área, vem gozar com essa Hinata safadinha 

Quase 20 mídias desse pack free lá no Privacy https://t.co/Z6Xw…",0.086,0.801,0.113,0.9999
487,RT @bamignoredme: Omg so a korean fan saw Jinyoung at a cafe? And he was looking hot as always but she didn't want to invade his privacy &amp;…,0.086,0.801,0.114,0.9999
488,"RT @Nilux_xulin: Vídeo novo fumando, falando umas putaria e metendo consolo pra dentro.
Disponível no Whatsapp, Telegram, Privacy e Onnowpl…",0.086,0.801,0.113,0.9999
489,RT @glennkirschner2: Poor Justice Alito. He’s  bellyaching about how hard it was on HIM when his draft opinion revoking women’s constitutio…,0.086,0.8,0.113,0.9999
490,RT @glennkirschner2: Poor Justice Alito. He’s  bellyaching about how hard it was on HIM when his draft opinion revoking women’s constitutio…,0.087,0.8,0.114,0.9999
491,RT @LunaMyBabyPup: So seokjin is getting to know the city. Ppl saw him (they didn't say where to protect his privacy) walking around with s…,0.086,0.8,0.114,0.9999
492,"RT @sapph7c: Hawaii is an island with even smaller population than Qatar but when taehyung went there, nobody leaked pictures of him. he we…",0.086,0.8,0.113,0.9999
493,"RT @wayydaminn: I love my privacy, not everything is worth sharing.",0.086,0.799,0.114,0.9999
494,"RT @maaypack: Quer tomar banho comigo? 💦

Disponível na DM:
•Fotos, vídeos e áudios 
•Avaliações
•Plaquinhas
•Fetiches (Scat , eproctofilia…",0.086,0.8,0.114,0.9999
495,"@panda_airdrop24 @Vacuum_ltd Privacy and transparency are very sensitive topics and are widely discussed among users in today's world of Cryptocurency Projects. so I would like to know, how do you deal with this particular problem, how important are they in the your?",0.086,0.8,0.114,0.9999
496,"RT @angel_packsss: 🎉PROMOÇÕES QUE ESTÃO ROLANDO🎉:

pack masturbacão: 10 reais 

PRIVACY (+95 midias): 20 reais

avaliação de texto: 15 reai…",0.086,0.8,0.114,0.9999
497,Hoje começo divulgar meu privacy,0.086,0.8,0.114,0.9999
498,RT @LittleBirbMame: @aungaung1124 ตอบให้ตรงคำถามก่อนค่ะว่าทำไมไม่เคารพสิทธิ์เด็ก Unicef ประกาศแล้วนะคะว่า Privacy เป็นสิทธิที่เด็กควรมี,0.086,0.801,0.113,0.9999
499,"Hey @ContaboCom !

When will you accept payment in #crypto? Would be awesome for #GDPR if I could pay in #PIVX because you wouldn't need to protect my financial data. #PIVX does that for you with #zkSNARKs privacy.

Plus, you don't pay credit card fees, or risk charge-backs!",0.086,0.8,0.114,0.9999
500,"RT @fvckkmiku: 🧡 ULTIMO DIA DO MEU PRIVACY POR R$12,90!!!!!🧡

🧡 ULTIMO DIA DO MEU PRIVACY POR R$12,90!!!!!🧡

🧡 ULTIMO DIA DO MEU PRIVACY PO…",0.086,0.8,0.114,0.9999
501,ก็เก็บไว้ดูเองก็ได้นิ เเล้วฟค.มันก็ไม่ใช่เจ้าชีวิตเด็กจริงไหมละก็ไม่จำเป็นทำตามที่บอก แบบนี้จะเป็นเซฟโซนให้ลูกได้ไงก่อนในเมื่อ privacy ง่ายๆให้ไม่ได้ https://t.co/tq5kXGBXf6,0.086,0.8,0.114,0.9999
502,"RT @YOUR2002BABE: 🍷 GRUPO DE ROUNDS MISTOS 🍷

🦇 sem min. de seguidores;
👸🏻 modelos verificades (não aceitamos privacy);
⛓ 4 participações s…",0.086,0.801,0.114,0.9999
503,"RT @yenny__1212: Good you have no idea where he is at. Leave that man alone you’ll hear from him on Saturday.

Let him rest and refresh in…",0.086,0.8,0.114,0.9999
504,RT @bblivery: ดาราไทยส่วนใหญ่มันเคยสนใจ privacy เด็กซะที่ไหนอะ ยกเคสปุ้มปุ้ยปกป้องสิทธิลูกแทบตาย คนไทยรุมด่า พอเป็นบีมเปิดหน้าลูกให้ดูตั้งแ…,0.086,0.8,0.113,0.9999
505,"RT @AnnaBrennet: Quartou amores 🌼
• Privacy atualizado com novo Pack Scat +10 min 🥵 novos assinantes ganham 15 min de chamada 🎥
• 3 Packs R…",0.086,0.801,0.113,0.9999
506,"RT @angel_packsss: 🎉PROMOÇÕES QUE ESTÃO ROLANDO🎉:

pack masturbacão: 10 reais 

PRIVACY (+95 midias): 20 reais

avaliação de texto: 15 reai…",0.086,0.801,0.113,0.9999
507,RT @LunaMyBabyPup: So seokjin is getting to know the city. Ppl saw him (they didn't say where to protect his privacy) walking around with s…,0.086,0.801,0.113,0.9999
508,"RT @AnnaBrennet: Quartou amores 🌼
• Privacy atualizado com novo Pack Scat +10 min 🥵 novos assinantes ganham 15 min de chamada 🎥
• 3 Packs R…",0.086,0.802,0.113,0.9999
509,privacy develops anti-realistic absolute surveillance,0.085,0.802,0.113,0.9999
510,RT @mmmaow02: คนไทยมันไม่เจริญหรอก อ่านแค่เมนชั่นทวีตนี้ เมนชั่นต้นทวีตก็รู้แล้วว่าคนไทยมันนอกจากโง่แล้วก็ไม่พยายามเรียนรู้เหี้ยอะไร แค่ตัว…,0.085,0.802,0.113,0.9999
511,"@tomxaxhawk @OrdinaryGamers @ModernVintageG Cali ain’t that bad. But we definitely have problems sure just like every state. We also have really good things like consumer rights and data privacy. But he would have to weigh the pros and cons. 

Only he can decide what’s best for him.",0.086,0.8,0.114,0.9999
512,"RT @angel_packsss: 🎉PROMOÇÕES QUE ESTÃO ROLANDO🎉:

pack masturbacão: 10 reais 

PRIVACY (+95 midias): 20 reais

avaliação de texto: 15 reai…",0.086,0.801,0.113,0.9999
513,"RT @fvckkmiku: 🧡 ULTIMO DIA DO MEU PRIVACY POR R$12,90!!!!!🧡

🧡 ULTIMO DIA DO MEU PRIVACY POR R$12,90!!!!!🧡

🧡 ULTIMO DIA DO MEU PRIVACY PO…",0.086,0.801,0.113,0.9999
514,"Votre condition n'est même pas aussi critique que celles que j'ai traitées
Inbox moi, si vous voulez toujours récupérer votre compte !!!
 Je suis disponible 24h/24 et 7j/7 pour tous les services de piratage
#Hack #coinbase #Hacking #bitcoin   #bnb   #privacy #web3 #web3domain https://t.co/EWdIrn1aXi",0.085,0.802,0.113,0.9999
